Date,DXY,Oil_WTI,Gold,US_Fed_Rate,US_10Y_Yield
2022-12-01,1.3191953,0.20986897,0.007721902,-1.7557681,0.579942
2022-12-31,1.3387488,0.22570288,0.1448943,-1.7570769,0.59151345
2023-01-01,1.3316474,-0.03501989,0.05790763,-1.7410697,0.9022804
2023-01-31,0.93860894,-0.9113269,0.13119371,-1.6949214,0.70307857
2023-02-01,0.9284222,-0.63716584,0.2972871,-1.701489,-0.38323262
2023-02-28,0.92666966,-0.63366073,0.2972871,-1.7032416,-0.38323262
2023-03-01,0.94395775,-0.647099,0.21818031,-1.712681,0.3923113
2023-03-31,0.82158256,-0.8369691,0.2309276,-1.712681,0.36890212
2023-04-01,0.7486749,-1.2235692,0.23516816,-2.176656,0.22481038
2023-04-30,0.7499574,-1.2235692,0.23421313,-2.1760283,0.22385533
2023-05-01,0.8012875,-0.96098894,0.3667053,-2.159523,0.32575798
2023-05-31,1.0726042,-0.0008010918,0.47063503,-2.0242434,0.4441517
2023-06-01,1.0621371,-0.026454212,0.5035947,-2.014804,-0.32795885
2023-06-30,1.0267733,-1.6168188,0.4108523,-2.115437,-0.49159527
2023-07-01,1.0214392,-1.6191463,0.39035603,-2.124725,-0.53430736
2023-07-31,1.3084897,0.16575031,0.3051557,-2.1834278,-0.28312013
2023-08-01,1.3125916,0.15859744,0.33810183,-2.1344333,-0.35664484
2023-08-31,1.3125916,0.15859744,0.33810183,-2.1344333,-0.35664484
2023-09-01,1.3105458,0.1868964,0.35445556,-2.1460218,-0.38766307
2023-09-30,1.2758893,0.3435891,0.4228703,-2.1797092,-0.24258964
2023-10-01,1.2781192,0.35097513,0.42432454,-2.178017,-0.2783826
2023-10-31,1.3056562,0.13972645,0.34484455,-2.1652975,-0.3683423
2023-11-01,1.3034263,0.13234039,0.34339026,-2.1669898,-0.33254936
2023-11-30,0.7890296,-0.91345334,0.4294235,-2.0853217,-0.59184885
2023-12-01,0.7768936,-0.86631995,0.38012362,-2.048029,-0.42266384
2023-12-31,0.8204278,-1.3130324,0.3878884,-2.0633717,-0.5075235
2024-01-01,0.8318393,-1.333263,0.42114946,-2.0612812,-0.59133065
2024-01-31,0.7883053,-0.88655066,0.41338474,-2.0459385,-0.5064709
2024-02-01,0.7919489,-0.894273,0.4130699,-2.0607407,-0.55095863
2024-02-29,0.91607696,-0.7079079,0.4003225,-2.0589883,-0.52754945
2024-03-01,0.91607696,-0.7079079,0.4003225,-2.0589883,-0.52754945
2024-03-31,1.313465,0.17899947,0.33810183,-2.138503,-0.37385017
2024-04-01,1.3105458,0.1868964,0.35445556,-2.1460218,-0.38766307
2024-04-30,1.3105458,0.1868964,0.35445556,-2.1460218,-0.38766307
2024-05-01,1.3105458,0.1868964,0.35445556,-2.1460218,-0.38766307
2024-05-31,0.7890296,-0.91345334,0.4294235,-2.0853217,-0.59184885
2024-06-01,0.7890296,-0.9019366,0.4130699,-2.060391,-0.5407256
2024-06-30,1.3034263,0.17845532,0.33810183,-2.1381533,-0.36361715
2024-07-01,1.3063456,0.18611895,0.33810183,-2.138503,-0.37385017
2024-07-31,0.9143244,-0.7044028,0.4003225,-2.0607407,-0.52754945
2024-08-01,0.92318624,-0.6787769,0.37345877,-2.0655763,-0.4573784
2024-08-31,0.83940816,-1.1519318,0.39452037,-2.0702353,-0.52708644
2024-09-01,0.8251054,-1.242672,0.38759068,-2.0978847,-1.417267
2024-09-30,1.0605981,-0.036691166,0.481296,-1.95696,-1.2919152
2024-10-01,1.0697054,0.007739283,0.4986439,-1.9957948,-0.3757452
2024-10-31,1.0116712,-0.24189614,0.24383743,-2.0166166,-0.44918653
2024-11-01,1.0729239,-0.16606547,0.16929074,-1.6372553,-0.52746207
