Date,Brazil,Russia,India,China,South_Africa,Germany_EU,Japan,UK,Canada,DXY,Oil_WTI,Gold,US_Fed_Rate,US_CPI,US_M2,US_10Y_Yield
2010-10-31,1.7135000228881836,30.65999984741211,44.41999816894531,6.676499843597412,7.064000129699707,1.377808928489685,81.67900085449219,1.5774115324020386,1.0280400514602661,77.2699966430664,81.43000030517578,1357.0999755859375,,,,
2010-11-01,,,,,,,,,,,,,0.19,219.59,8789.0,2.76
2010-11-30,1.7170000076293945,31.33919906616211,45.79999923706055,6.6504998207092285,7.1203999519348145,1.3103927373886108,84.25399780273438,1.5556211471557617,1.0192999839782715,81.19999694824219,84.11000061035156,1385.0,,,,
2010-12-01,,,,,,,,,,,,,0.18,220.472,8823.2,3.29
2010-12-31,1.6619999408721924,30.55229949951172,44.810001373291016,6.612400054931641,6.622399806976318,1.3301233053207397,81.4800033569336,1.5437101125717163,0.9995999932289124,79.02999877929688,91.37999725341797,1421.0999755859375,,,,
2011-01-01,,,,,,,,,,,,,0.17,221.187,8849.0,3.39
2011-01-31,1.6342999935150146,29.678199768066406,45.8380012512207,6.572500228881836,7.160900115966797,1.3572757244110107,82.08899688720703,1.5829297304153442,1.0023000240325928,77.73999786376953,92.19000244140625,1333.800048828125,,,,
2011-02-01,,,,,,,,,,,,,0.16,221.898,8913.3,3.58
2011-02-28,1.659999966621399,28.924999237060547,45.25,6.563000202178955,6.9899001121521,1.373437762260437,81.62200164794922,1.610046625137329,0.9775999784469604,76.88999938964844,96.97000122070312,1409.300048828125,,,,
2011-03-01,,,,,,,,,,,,,0.14,223.046,8971.5,3.41
2011-03-31,1.628499984741211,28.517000198364258,44.61000061035156,6.548600196838379,6.822000026702881,1.4121301174163818,83.1500015258789,1.6074068546295166,0.9714999794960022,75.86000061035156,106.72000122070312,1438.9000244140625,,,,
2011-04-01,,,,,,,,,,,,,0.1,224.093,9035.1,3.46
2011-04-30,1.586300015449524,27.516199111938477,44.29999923706055,6.500999927520752,6.5980000495910645,1.4844063520431519,81.52999877929688,1.665001630783081,0.9502000212669373,72.93000030517578,113.93000030517578,1556.0,,,,
2011-05-01,,,,,,,,,,,,,0.09,224.806,9107.8,3.17
2011-05-31,1.593000054359436,27.998300552368164,45.08300018310547,6.473800182342529,6.923799991607666,1.4322338104248047,80.87999725341797,1.6487774848937988,0.9766600131988525,74.63999938964844,102.69999694824219,1535.9000244140625,,,,
2011-06-01,,,,,,,,,,,,,0.09,224.806,9182.1,3.0
2011-06-30,1.569700002670288,27.96769905090332,44.7599983215332,6.4629998207092285,6.7779998779296875,1.4478904008865356,80.70999908447266,1.6075878143310547,0.9674000144004822,74.30000305175781,95.41999816894531,1502.300048828125,,,,
2011-07-01,,,,,,,,,,,,,0.07,225.395,9344.2,3.0
2011-07-31,1.5628000497817993,27.545299530029297,44.0099983215332,6.442999839782715,6.714399814605713,1.4331985712051392,77.7300033569336,1.6368486881256104,0.9495999813079834,73.9000015258789,95.69999694824219,1628.300048828125,,,,
2011-08-01,,,,,,,,,,,,,0.1,226.106,9531.0,2.3
2011-08-31,1.5865000486373901,28.842899322509766,45.939998626708984,6.380300045013428,7.070000171661377,1.4433138370513916,76.70099639892578,1.6307626962661743,0.978600025177002,74.12999725341797,88.80999755859375,1828.5,,,,
2011-09-01,,,,,,,,,,,,,0.08,226.597,9551.5,1.98
2011-09-30,1.8277000188827515,31.972700119018555,48.86000061035156,6.387499809265137,7.9770002365112305,1.3585848808288574,76.76499938964844,1.5599408149719238,1.0372999906539917,78.55000305175781,79.19999694824219,1620.4000244140625,,,,
2011-10-01,,,,,,,,,,,,,0.07,226.75,9584.4,2.15
2011-10-31,1.6871000528335571,29.6825008392334,48.62799835205078,6.348800182342529,7.704999923706055,1.4140071868896484,75.73999786376953,1.6111880540847778,0.9937000274658203,76.16999816894531,93.19000244140625,1724.199951171875,,,,
2011-11-01,,,,,,,,,,,,,0.08,227.169,9636.5,2.01
2011-11-30,1.8415000438690186,30.791000366210938,51.90299987792969,6.365099906921387,8.312999725341797,1.3324095010757446,77.95999908447266,1.5597946643829346,1.0321199893951416,78.38999938964844,100.36000061035156,1745.5,,,,
2011-12-01,,,,,,,,,,,,,0.07,227.223,9683.9,1.98
2011-12-31,1.8652000427246094,31.96419906616211,53.0,6.309000015258789,8.154000282287598,1.2956053018569946,77.65899658203125,1.5415922403335571,1.020300030708313,80.16999816894531,98.83000183105469,1565.800048828125,,,,
2012-01-01,,,,,,,,,,,,,0.08,227.842,9757.6,1.97
2012-01-31,1.7462999820709229,30.350000381469727,52.49300003051758,6.313600063323975,7.828199863433838,1.3139568567276,76.36000061035156,1.570845127105713,1.0024000406265259,79.27999877929688,98.4800033569336,1737.800048828125,,,,
2012-02-01,,,,,,,,,,,,,0.1,228.329,9809.8,1.97
2012-02-29,1.697700023651123,28.998199462890625,49.06800079345703,6.298399925231934,7.481299877166748,1.3477997779846191,80.4800033569336,1.5922045707702637,0.9937000274658203,78.7300033569336,107.06999969482422,1709.9000244140625,,,,
2012-03-01,,,,,,,,,,,,,0.13,228.807,9853.9,2.17
2012-03-31,1.8207999467849731,29.40920066833496,51.3380012512207,6.306000232696533,7.710000038146973,1.3313806056976318,82.27300262451172,1.595914363861084,0.996399998664856,78.93000030517578,103.0199966430664,1669.300048828125,,,,
2012-04-01,,,,,,,,,,,,,0.14,229.187,9907.7,2.05
2012-04-30,1.8860000371932983,29.270200729370117,52.53799819946289,6.304200172424316,7.744500160217285,1.3241524696350098,80.3499984741211,1.6281341314315796,0.98089998960495,78.79000091552734,104.87000274658203,1663.4000244140625,,,,
2012-05-01,,,,,,,,,,,,,0.16,228.713,9951.4,1.8
2012-05-31,2.014899969100952,32.76620101928711,56.22800064086914,6.3506999015808105,8.532500267028809,1.2374706268310547,78.98200225830078,1.5482993125915527,1.0300999879837036,83.04000091552734,86.52999877929688,1562.5999755859375,,,,
2012-06-01,,,,,,,,,,,,,0.16,228.524,10021.6,1.62
2012-06-30,2.0768001079559326,33.12590026855469,56.79800033569336,6.357399940490723,8.3927001953125,1.2440905570983887,79.31300354003906,1.5518311262130737,1.033400058746338,81.6500015258789,84.95999908447266,1603.5,,,,
2012-07-01,,,,,,,,,,,,,0.16,228.59,10074.5,1.53
2012-07-31,2.040299892425537,32.158199310302734,55.42300033569336,6.3796000480651855,8.1875,1.2259409427642822,78.10099792480469,1.5713387727737427,1.0013500452041626,82.63999938964844,88.05999755859375,1610.5,,,,
2012-08-01,,,,,,,,,,,,,0.13,229.918,10145.6,1.68
2012-08-31,2.0455000400543213,32.537200927734375,55.62799835205078,6.350200176239014,8.493599891662598,1.2510946989059448,78.52999877929688,1.5790305137634277,0.9926000237464905,81.25,96.47000122070312,1684.5999755859375,,,,
2012-09-01,,,,,,,,,,,,,0.14,231.015,10226.1,1.72
2012-09-30,2.0269999504089355,30.89929962158203,53.007999420166016,6.3024001121521,8.226200103759766,1.2913223505020142,77.61000061035156,1.6232975721359253,0.9807000160217285,79.94000244140625,92.19000244140625,1771.0999755859375,,,,
2012-10-01,,,,,,,,,,,,,0.16,231.638,10292.4,1.75
2012-10-31,2.0290000438690186,31.338600158691406,53.95800018310547,6.2418999671936035,8.633199691772461,1.2962603569030762,79.68399810791016,1.6074585914611816,0.9995099902153015,79.91999816894531,86.23999786376953,1717.5,,,,
2012-11-01,,,,,,,,,,,,,0.16,231.249,10361.9,1.65
2012-11-30,2.095599889755249,30.86520004272461,54.8380012512207,6.231400012969971,8.777099609375,1.2973533868789673,82.1510009765625,1.6041065454483032,0.9929999709129333,80.1500015258789,88.91000366210938,1710.9000244140625,,,,
2012-12-01,,,,,,,,,,,,,0.16,231.221,10484.1,1.72
2012-12-31,2.045099973678589,30.440200805664062,54.75299835205078,6.234799861907959,8.47089958190918,1.3227688074111938,85.95999908447266,1.616292119026184,0.9944000244140625,79.7699966430664,91.81999969482422,1674.800048828125,,,,
2013-01-01,,,,,,,,,,,,,0.14,231.679,10508.1,1.91
2013-01-31,1.9882999658584595,30.031999588012695,53.303001403808594,6.2195000648498535,9.018699645996094,1.3568336963653564,91.02100372314453,1.579778790473938,1.0022000074386597,79.20999908447266,97.48999786376953,1660.5999755859375,,,,
2013-02-01,,,,,,,,,,,,,0.15,232.937,10527.5,1.98
2013-02-28,1.9744000434875488,30.441999435424805,53.858001708984375,6.226200103759766,8.83191967010498,1.3150973320007324,92.3030014038086,1.5167601108551025,1.0234500169754028,81.9800033569336,92.05000305175781,1577.699951171875,,,,
2013-03-01,,,,,,,,,,,,,0.14,232.282,10583.8,1.96
2013-03-31,2.019200086593628,31.052799224853516,54.38800048828125,6.212600231170654,9.22776985168457,1.2815911769866943,94.19000244140625,1.5197569131851196,1.0159000158309937,82.98999786376953,97.2300033569336,1594.800048828125,,,,
2013-04-01,,,,,,,,,,,,,0.15,231.797,10611.3,1.76
2013-04-30,2.00570011138916,30.930200576782227,54.22800064086914,6.165200233459473,8.982199668884277,1.3095861673355103,97.86399841308594,1.549426794052124,1.0117000341415405,81.7300033569336,93.45999908447266,1472.199951171875,,,,
2013-05-01,,,,,,,,,,,,,0.11,231.893,10646.1,1.93
2013-05-31,2.1077001094818115,31.656400680541992,56.37799835205078,6.1209001541137695,10.022600173950195,1.3043931722640991,101.0999984741211,1.5229045152664185,1.0302000045776367,83.37999725341797,91.97000122070312,1392.5999755859375,,,,
2013-06-01,,,,,,,,,,,,,0.09,232.445,10703.3,2.3
2013-06-30,2.1958999633789062,32.79069900512695,60.1879997253418,6.2297749519348145,9.931929588317871,1.3035939931869507,98.47599792480469,1.5258322954177856,1.0477999448776245,83.16999816894531,96.55999755859375,1223.800048828125,,,,
2013-07-01,,,,,,,,,,,,,0.09,232.9,10742.8,2.58
2013-07-31,2.279400110244751,32.924198150634766,60.80799865722656,6.121699810028076,9.793720245361328,1.3264886140823364,98.01599884033203,1.5242043733596802,1.0301200151443481,81.44999694824219,105.02999877929688,1312.4000244140625,,,,
2013-08-01,,,,,,,,,,,,,0.08,233.456,10801.2,2.74
2013-08-31,2.356100082397461,33.2041015625,67.38999938964844,6.110499858856201,10.331700325012207,1.3236267566680908,98.29199981689453,1.550652027130127,1.0539000034332275,82.08999633789062,107.6500015258789,1396.0999755859375,,,,
2013-09-01,,,,,,,,,,,,,0.08,233.544,10862.0,2.81
2013-09-30,2.2227001190185547,32.342098236083984,62.90999984741211,6.109899997711182,10.119500160217285,1.349545955657959,97.8270034790039,1.6168932914733887,1.0312000513076782,80.22000122070312,102.33000183105469,1326.5,,,,
2013-10-01,,,,,,,,,,,,,0.09,233.669,10986.3,2.62
2013-10-31,2.1810998916625977,31.956100463867188,61.31999969482422,6.083799839019775,9.938799858093262,1.3724011182785034,98.50700378417969,1.602615475654602,1.0477999448776245,80.19999694824219,96.37999725341797,1323.5999755859375,,,,
2013-11-01,,,,,,,,,,,,,0.08,234.1,10995.6,2.72
2013-11-30,2.3148999214172363,33.11920166015625,62.41299819946289,6.082399845123291,10.192299842834473,1.360396146774292,102.29199981689453,1.6340937614440918,1.058500051498413,80.68000030517578,92.72000122070312,1250.5999755859375,,,,
2013-12-01,,,,,,,,,,,,,0.09,234.719,11060.1,2.9
2013-12-31,2.359299898147583,32.68320083618164,61.779998779296875,6.051799774169922,10.415730476379395,1.3810056447982788,104.93399810791016,1.6495118141174316,1.0644999742507935,80.04000091552734,98.41999816894531,1201.9000244140625,,,,
2014-01-01,,,,,,,,,,,,,0.07,235.288,11130.8,2.86
2014-01-31,2.408799886703491,34.90330123901367,62.310001373291016,6.051000118255615,11.178739547729492,1.3558770418167114,102.75800323486328,1.6498383283615112,1.11558997631073,81.2699966430664,97.48999786376953,1240.0999755859375,,,,
2014-02-01,,,,,,,,,,,,,0.07,235.547,11196.8,2.71
2014-02-28,2.319000005722046,35.99089813232422,62.02000045776367,6.1184000968933105,10.700599670410156,1.3707455396652222,102.11000061035156,1.6691983938217163,1.1123000383377075,79.77999877929688,102.58999633789062,1321.4000244140625,,,,
2014-03-01,,,,,,,,,,,,,0.08,236.028,11232.6,2.72
2014-03-31,2.2560999393463135,35.55149841308594,59.84000015258789,6.202199935913086,10.589500427246094,1.3752131462097168,102.88899993896484,1.6643919944763184,1.1050000190734863,80.0999984741211,101.58000183105469,1283.4000244140625,,,,
2014-04-01,,,,,,,,,,,,,0.09,236.468,11277.7,2.71
2014-04-30,2.2332000732421875,35.620399475097656,60.417999267578125,6.2480998039245605,10.549699783325195,1.3813681602478027,102.56400299072266,1.6824253797531128,1.0951999425888062,79.48999786376953,99.73999786376953,1295.5999755859375,,,,
2014-05-01,,,,,,,,,,,,,0.09,236.918,11342.8,2.56
2014-05-31,2.223599910736084,34.617698669433594,58.900001525878906,6.228000164031982,10.411999702453613,1.360451579093933,101.72000122070312,1.6724364757537842,1.0837600231170654,80.37000274658203,102.70999908447266,1245.5999755859375,,,,
2014-06-01,,,,,,,,,,,,,0.1,237.231,11398.1,2.6
2014-06-30,2.191800117492676,33.72719955444336,60.03799819946289,6.208499908447266,10.588419914245605,1.3644425868988037,101.44300079345703,1.7034034729003906,1.0665500164031982,79.77999877929688,105.37000274658203,1321.800048828125,,,,
2014-07-01,,,,,,,,,,,,,0.09,237.498,11453.0,2.54
2014-07-31,2.2437000274658203,35.560001373291016,60.25,6.161499977111816,10.672019958496094,1.3396027088165283,102.83999633789062,1.6910173892974854,1.0907000303268433,81.45999908447266,98.16999816894531,1281.300048828125,,,,
2014-08-01,,,,,,,,,,,,,0.09,237.46,11477.3,2.42
2014-08-31,2.2372000217437744,36.618099212646484,60.61000061035156,6.132800102233887,10.620400428771973,1.3184958696365356,103.69599914550781,1.6589525938034058,1.0855000019073486,82.75,95.95999908447266,1285.800048828125,,,,
2014-09-01,,,,,,,,,,,,,0.09,237.477,11519.1,2.53
2014-09-30,2.44350004196167,39.325199127197266,61.553001403808594,6.139999866485596,11.26941967010498,1.269083857536316,109.38999938964844,1.624220371246338,1.1159600019454956,85.94000244140625,91.16000366210938,1210.5,,,,
2014-10-01,,,,,,,,,,,,,0.09,237.43,11593.1,2.3
2014-10-31,2.401599884033203,41.01300048828125,61.43299865722656,6.104499816894531,10.86874008178711,1.2613362073898315,109.21299743652344,1.600102424621582,1.1194000244140625,86.87999725341797,80.54000091552734,1171.0999755859375,,,,
2014-11-01,,,,,,,,,,,,,0.09,236.983,11634.2,2.33
2014-11-30,2.5271999835968018,49.257999420166016,61.85300064086914,6.1290998458862305,10.972299575805664,1.246199131011963,117.83999633789062,1.5724753141403198,1.1339000463485718,88.36000061035156,66.1500015258789,1175.199951171875,,,,
2014-12-01,,,,,,,,,,,,,0.12,236.252,11717.6,2.21
2014-12-31,2.654099941253662,56.560001373291016,63.37799835205078,6.191999912261963,11.557700157165527,1.2162047624588013,119.45800018310547,1.5569047927856445,1.16048002243042,90.2699966430664,53.27000045776367,1183.9000244140625,,,,
2015-01-01,,,,,,,,,,,,,0.11,234.747,11805.2,1.88
2015-01-31,2.6001999378204346,68.73500061035156,61.79600143432617,6.236599922180176,11.541099548339844,1.13355553150177,118.24800109863281,1.5079090595245361,1.261199951171875,94.80000305175781,48.2400016784668,1278.5,,,,
2015-02-01,,,,,,,,,,,,,0.11,235.342,11922.8,1.98
2015-02-28,2.9049999713897705,61.1349983215332,61.75400161743164,6.249499797821045,11.52970027923584,1.1205360889434814,119.37699890136719,1.5418059825897217,1.2503000497817993,95.25,49.7599983215332,1212.5999755859375,,,,
2015-03-01,,,,,,,,,,,,,0.11,235.976,11920.5,2.04
2015-03-31,3.2260000705718994,57.525001525878906,62.50899887084961,6.196499824523926,12.135299682617188,1.0830246210098267,120.01300048828125,1.4809110164642334,1.2673300504684448,98.36000061035156,47.599998474121094,1183.0999755859375,,,,
2015-04-01,,,,,,,,,,,,,0.12,236.222,11954.6,1.94
2015-04-30,2.952699899673462,50.98970031738281,63.44200134277344,6.190199851989746,11.804300308227539,1.1114321947097778,118.97000122070312,1.542686104774475,1.2018400430679321,94.5999984741211,59.630001068115234,1182.4000244140625,,,,
2015-05-01,,,,,,,,,,,,,0.12,237.001,11982.6,2.2
2015-05-31,3.158400058746338,52.529998779296875,63.82500076293945,6.191199779510498,12.127579689025879,1.0960345268249512,123.81999969482422,1.531909704208374,1.2425099611282349,96.91000366210938,60.29999923706055,1189.4000244140625,,,,
2015-06-01,,,,,,,,,,,,,0.13,237.657,12023.2,2.36
2015-06-30,3.115000009536743,55.650699615478516,63.7239990234375,6.198800086975098,12.251489639282227,1.122296690940857,122.66999816894531,1.573192834854126,1.241189956665039,95.48999786376953,59.470001220703125,1171.5,,,,
2015-07-01,,,,,,,,,,,,,0.13,238.034,12067.0,2.32
2015-07-31,3.370800018310547,59.675498962402344,64.11799621582031,6.199699878692627,12.692620277404785,1.0939244031906128,124.07099914550781,1.5604275465011597,1.3005599975585938,97.37000274658203,47.119998931884766,1094.9000244140625,,,,
2015-08-01,,,,,,,,,,,,,0.14,238.033,12112.0,2.17
2015-08-31,3.578700065612793,65.29499816894531,66.14299774169922,6.378499984741211,13.296649932861328,1.1214030981063843,121.28900146484375,1.5418059825897217,1.323799967765808,95.94999694824219,49.20000076293945,1131.5999755859375,,,,
2015-09-01,,,,,,,,,,,,,0.14,237.498,12173.9,2.17
2015-09-30,4.0543999671936035,65.70999908447266,65.91999816894531,6.353600025177002,13.968379974365234,1.1255937814712524,119.86000061035156,1.5157945156097412,1.3418999910354614,96.3499984741211,45.09000015258789,1115.5,,,,
2015-10-01,,,,,,,,,,,,,0.12,237.733,12225.2,2.07
2015-10-31,3.8447000980377197,64.19000244140625,65.44400024414062,6.346700191497803,13.886300086975098,1.0993843078613281,121.0,1.532379150390625,1.3158999681472778,96.94999694824219,46.59000015258789,1141.5,,,,
2015-11-01,,,,,,,,,,,,,0.12,238.017,12317.0,2.26
2015-11-30,3.841399908065796,66.41999816894531,66.9000015258789,6.385000228881836,14.375200271606445,1.0583018064498901,122.83000183105469,1.5038950443267822,1.3366999626159668,100.16999816894531,41.650001525878906,1065.800048828125,,,,
2015-12-01,,,,,,,,,,,,,0.24,237.761,12387.9,2.24
