Date,DXY,DXY_mom_1m,DXY_mom_3m,DXY_mom_6m,DXY_mom_12m,DXY_vol_6m,DXY_mom_12m_lag1,DXY_mom_12m_lag3,DXY_mom_12m_lag6,Brazil_depr_12m,Brazil_vol_6m,Brazil_depr_lag1,Brazil_depr_lag3,Russia_depr_12m,Russia_vol_6m,Russia_depr_lag1,Russia_depr_lag3,India_depr_12m,India_vol_6m,India_depr_lag1,India_depr_lag3,China_depr_12m,China_vol_6m,China_depr_lag1,China_depr_lag3,South_Africa_depr_12m,South_Africa_vol_6m,South_Africa_depr_lag1,South_Africa_depr_lag3,Germany_EU_depr_12m,Germany_EU_vol_6m,Germany_EU_depr_lag1,Germany_EU_depr_lag3,Japan_depr_12m,Japan_vol_6m,Japan_depr_lag1,Japan_depr_lag3,UK_depr_12m,UK_vol_6m,UK_depr_lag1,UK_depr_lag3,Canada_depr_12m,Canada_vol_6m,Canada_depr_lag1,Canada_depr_lag3,Oil_WTI,Oil_mom_3m,Oil_mom_12m,Oil_mom_12m_lag3,Oil_DXY_ratio,Gold,Gold_mom_3m,US_Fed_Rate,US_CPI,US_M2,US_10Y_Yield,US_CPI_yoy,Fed_Rate_chg_3m,BRICS_avg_depr,BRICS_avg_depr_lag1,BRICS_avg_depr_lag3,BRICS_max_depr,Oil_DXY_inv,DSI
2000-06-01,,0.0,-1.2711108894472134,2.662386464854549,,2.0221461305214428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.688498739296374,,,,,,,,,,,,,,,,,,6.53,172.2,4773.6,6.1,,,,,,,,58.30290552672202
2000-06-30,106.83999633789062,-1.7472885444224762,-2.99618945891148,1.3277635281375932,,2.199679463485277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.295689694271484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.30290552672202
2000-07-01,,0.0,-1.7472885444224762,1.3277635281375932,,2.199679463485277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.295689694271484,,,,,,,,,,,,,,,,,,6.54,172.7,4791.3,6.05,2.008269344359115,,,,,,,58.30290552672202
2000-07-31,109.56999969482422,2.555225992613974,0.7632902771384398,-0.5175228781395758,4.223344960909259,1.4941328645487941,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.986944909933963,1.5547281939353512,,,,,,,,,,,,,,,,,,,,,,2.008269344359115,,,,,,,58.30290552672202
2000-08-01,,0.0,2.555225992613974,-0.5175228781395758,4.223344960909259,1.4941328645487941,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,,,1.986944909933963,1.5547281939353512,1.986944909933963,,,,,,,,,,,,,,,,,6.5,172.7,4819.5,5.83,1.5882352941176459,,,,,,,58.30290552672202
2000-08-31,112.5999984741211,2.7653543741316566,5.391241420501336,3.5497523323362756,6.306646922822812,1.7378902652785022,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1944860644981588,1.8912780183056013,1.986944909933963,,,,,,,,,,33.099998474121094,,,,0.29396091405568253,278.29998779296875,,,,,,1.5882352941176459,,,,,,-0.29396091405568253,60.53838796220932
2000-09-01,,0.0,2.7653543741316566,3.5497523323362756,6.306646922822812,1.7378902652785022,6.306646922822812,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1944860644981588,1.8912780183056013,-3.1944860644981588,1.986944909933963,,,,,,,,,,,,,,,,6.52,173.6,4855.2,5.8,1.5204678362572999,,,,,,,60.53838796220932
2000-09-30,113.25,0.5772660165961785,3.358583841768148,5.999629241690707,7.407053658722962,1.320012783892108,6.306646922822812,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,,5.021365787604193,1.8378518778299207,-3.1944860644981588,1.986944909933963,,,,,,,,,30.86000061035156,,,,0.2724944866256208,273.6000061035156,,,,,,1.5204678362572999,,,,,,-0.2724944866256208,62.12342025510748
2000-10-01,,0.0,0.5772660165961785,5.999629241690707,7.407053658722962,1.320012783892108,7.407053658722962,6.306646922822812,,,,,,,,,,,,,,,,,,,,,,,,,,5.021365787604193,1.8378518778299207,5.021365787604193,-3.1944860644981588,,,,,,,,,,-6.767365459309172,,,,,-1.6888185036319503,6.51,173.9,4871.3,5.74,1.7554125219426675,,,,,,,62.12342025510748
2000-10-31,116.6500015258789,3.0022088528732116,3.5968056009242577,6.461624396070098,5.910661133381412,1.434168923777137,7.407053658722962,6.306646922822812,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,0.5917701161523237,1.2752325601255101,5.021365787604193,-3.1944860644981588,,,,,,,,,32.689998626708984,-1.2386702909749747,,,0.28024001885209304,264.8999938964844,-4.814945916006586,,,,,1.7554125219426675,,,,,,-0.28024001885209304,60.3718602735446
2000-11-01,,0.0,3.0022088528732116,6.461624396070098,5.910661133381412,1.434168923777137,5.910661133381412,7.407053658722962,4.223344960909259,,,,,,,,,,,,,,,,,,,,,,,,,0.5917701161523237,1.2752325601255101,0.5917701161523237,5.021365787604193,,,,,,,,,,5.929999935721253,,,,,-3.179828952101571,6.51,174.2,4882.7,5.72,1.7523364485981352,,,,,,,60.3718602735446
2000-11-30,115.23999786376952,-1.2087472298888735,1.7571725066397592,2.344582082969726,5.977561272479748,1.4050508170482159,5.910661133381412,7.407053658722962,6.306646922822812,,,,,,,,,,,,,,,,,,,,,,,,,2.545763786198618,0.6917754517966157,0.5917701161523237,5.021365787604193,,,,,,,,,33.79999923706055,9.526891019317762,,,0.29330093599113977,270.1000061035156,-1.2792397375443687,,,,,1.7523364485981352,,,,,,-0.29330093599113977,60.19769167822603
2000-12-01,,0.0,-1.2087472298888735,2.344582082969726,5.977561272479748,1.4050508170482159,5.977561272479748,5.910661133381412,6.306646922822812,,,,,,,,,,,,,,,,,,,,,,,,,2.545763786198618,0.6917754517966157,2.545763786198618,0.5917701161523237,,,,,,,,,,3.395535812120376,,,,,1.9630095609074472,6.4,174.6,4927.6,5.24,1.3937282229965264,,,,,,,60.19769167822603
2000-12-31,109.55999755859376,-4.928844507521024,-6.078014465959713,-3.2582803014624573,2.5458642024854594,2.5740784138242647,5.977561272479748,5.910661133381412,7.407053658722962,,,,,,,,,,,,,,,,,,,,,,,,,7.895476793247713,1.4335202399434597,2.545763786198618,0.5917701161523237,,,,,,,,,26.799999237060547,-18.017741318704374,,,0.24461482141534044,272.0,2.680259066480062,,,,,1.3937282229965264,,,,,,-0.24461482141534044,57.43214568767909
2001-01-01,,0.0,-4.928844507521024,-3.2582803014624573,2.5458642024854594,2.5740784138242647,2.5458642024854594,5.977561272479748,7.407053658722962,,,,,,,,,,,,,,,,,,,,,,,,,7.895476793247713,1.4335202399434597,7.895476793247713,2.545763786198618,,,,,,,,,,-20.71005963906869,,,,,0.7034408935763681,5.98,175.6,4978.3,5.16,1.6792125072379926,,,,,,,57.43214568767909
2001-01-31,110.5199966430664,0.8762313854189463,-4.0958012046154675,-5.255040550901791,0.8670228629078514,2.0932609660667576,2.5458642024854594,5.977561272479748,5.910661133381412,,,,,,,,,,,,,,,,,,,,,,,,,6.722764429729833,1.4805375162978849,7.895476793247713,2.545763786198618,,,,,,,,,28.700000762939453,-15.088753222601026,,,0.2596815204005888,265.6000061035156,-1.6660495736069647,,,,,1.6792125072379926,,,,,,-0.2596815204005888,55.3469414425881
2001-02-01,,0.0,0.8762313854189463,-5.255040550901791,0.8670228629078514,2.0932609660667576,0.8670228629078514,2.5458642024854594,5.910661133381412,,,,,,,,,,,,,,,,,,,,,,,,,6.722764429729833,1.4805375162978849,6.722764429729833,7.895476793247713,,,,,,,,,,7.089558134208751,,,,,-2.3529389325310235,5.49,176.0,5017.0,5.1,1.9108280254777066,,,,,,,55.3469414425881
2001-02-28,112.01000213623048,1.3481772877501852,2.2362218256954947,-2.8028425784573208,-0.5239754403959518,2.265386328596709,0.8670228629078514,2.5458642024854594,5.977561272479748,,,,,,,,,,,,,,,,,,,,,,,,,10.049687264196482,1.4898548359395818,6.722764429729833,7.895476793247713,,,,,,,,,27.420000076293945,2.3134360331474424,-17.160116796585346,,0.24479956747920406,266.79998779296875,-1.9117691937614922,,,,,1.9108280254777066,,,,,,-0.24479956747920406,54.13458220472133
2001-03-01,,0.0,1.3481772877501852,-2.8028425784573208,-0.5239754403959518,2.265386328596709,-0.5239754403959518,0.8670228629078514,5.977561272479748,,,,,,,,,,,,,,,,,,,,,,,,,10.049687264196482,1.489854835939582,10.049687264196482,6.722764429729833,,,,,,,,,,-4.459932587522375,-17.160116796585346,,,,0.45180032450204965,5.31,176.1,5074.8,4.89,1.440092165898621,,,,,,,54.13458220472133
2001-03-31,117.37000274658205,4.785287481588063,6.1979789283185704,7.1285189503691,3.637971520160743,1.8598404783442646,-0.5239754403959518,0.8670228629078514,2.5458642024854594,,,,,,,,,,,,,,,,,,,,,,,,,16.739116399953026,2.9648543956129068,10.049687264196482,6.722764429729833,,,,,,,,,26.39999961853028,-8.013941056681729,-14.452368449808883,,0.2249297009520525,257.8999938964844,-2.8991009149413327,,,,,1.440092165898621,,,,,,-0.2249297009520525,58.97472776616763
2001-04-01,,0.0,4.785287481588063,7.1285189503691,3.637971520160743,1.8598404783442646,3.637971520160743,-0.5239754403959518,2.5458642024854594,,,,,,,,,,,,,,,,,,,,,,,,,16.739116399953026,2.9648543956129068,16.739116399953026,10.049687264196482,,,,,,,,,,-3.719914131749069,-14.452368449808883,-17.160116796585346,,,-3.3358299489093635,4.8,176.4,5139.1,5.14,1.4376078205865506,,,,,,,58.97472776616763
2001-04-30,115.8499984741211,-1.2950534522375823,3.4282619986206964,4.82265833600084,-0.6858148660892516,2.1209440215413538,3.637971520160743,-0.5239754403959518,0.8670228629078514,,,,,,,,,,,,,,,,,,,,,,,,,13.41115563480817,3.3588979291134606,16.739116399953026,10.049687264196482,,,,,,,,,28.459999084472656,3.7928483051969275,-12.939736065881192,-17.160116796585346,0.2456624899380567,264.0,-1.0494707350367172,,,,,1.4376078205865506,,,,,,-0.2456624899380567,53.9446707201379
2001-05-01,,0.0,-1.2950534522375823,4.82265833600084,-0.6858148660892516,2.1209440215413538,-0.6858148660892516,3.637971520160743,0.8670228629078514,,,,,,,,,,,,,,,,,,,,,,,,,13.41115563480817,3.3588979291134606,13.41115563480817,16.739116399953026,,,,,,,,,,7.803028392835487,-12.939736065881192,-14.452368449808883,,,2.3652602744783424,4.21,177.3,5137.2,5.39,1.7795637198622316,,,,,,,53.9446707201379
2001-05-31,119.06999969482422,2.7794572836549625,1.4484083739119358,6.303006360099084,3.3235004356580555,2.2693619216509244,-0.6858148660892516,3.637971520160743,-0.5239754403959518,,,,,,,,,,,,,,,,,,,,,,,,,8.027544069827375,3.8081933807836394,13.41115563480817,16.739116399953026,,,,,,,,,28.3700008392334,7.462125943821474,-16.065084379863947,-14.452368449808883,0.2382632141760776,265.29998779296875,2.8693268986483833,,,,,1.7795637198622316,,,,,,-0.2382632141760776,58.38619627429949
2001-06-01,,0.0,2.7794572836549625,6.303006360099084,3.3235004356580555,2.2693619216509244,3.3235004356580555,-0.6858148660892516,-0.5239754403959518,,,,,,,,,,,,,,,,,,,,,,,,,8.027544069827375,3.8081933807836394,8.027544069827375,13.41115563480817,,,,,,,,,,-0.3162271543724615,-16.065084379863947,-12.939736065881192,,,0.49241961854877836,3.97,177.7,5180.1,5.28,1.7754868270332125,,,,,,,58.38619627429949
2001-06-30,119.43000030517578,0.30234367285986163,3.0902044697518116,1.7551312178474943,9.008765029684707,1.3387964862761386,3.3235004356580555,-0.6858148660892516,3.637971520160743,,,,,,,,,,,,,,,,,,,,,,,,,8.847703260702456,2.672355243421989,8.027544069827375,13.41115563480817,,,,,,,,,26.25,-7.765281642888033,-2.05223601760397,-12.939736065881192,0.21979402104097956,270.6000061035156,2.5000023119377435,,,,,1.7754868270332125,,,,,,-0.21979402104097956,64.8345576890663
