Date,DXY,DXY_mom_1m,DXY_mom_3m,DXY_mom_6m,DXY_mom_12m,DXY_vol_6m,DXY_mom_12m_lag1,DXY_mom_12m_lag3,DXY_mom_12m_lag6,Brazil_depr_12m,Brazil_vol_6m,Brazil_depr_lag1,Brazil_depr_lag3,Russia_depr_12m,Russia_vol_6m,Russia_depr_lag1,Russia_depr_lag3,India_depr_12m,India_vol_6m,India_depr_lag1,India_depr_lag3,China_depr_12m,China_vol_6m,China_depr_lag1,China_depr_lag3,South_Africa_depr_12m,South_Africa_vol_6m,South_Africa_depr_lag1,South_Africa_depr_lag3,Germany_EU_depr_12m,Germany_EU_vol_6m,Germany_EU_depr_lag1,Germany_EU_depr_lag3,Japan_depr_12m,Japan_vol_6m,Japan_depr_lag1,Japan_depr_lag3,UK_depr_12m,UK_vol_6m,UK_depr_lag1,UK_depr_lag3,Canada_depr_12m,Canada_vol_6m,Canada_depr_lag1,Canada_depr_lag3,Oil_WTI,Oil_mom_3m,Oil_mom_12m,Oil_mom_12m_lag3,Oil_DXY_ratio,Gold,Gold_mom_3m,US_Fed_Rate,US_CPI,US_M2,US_10Y_Yield,US_CPI_yoy,Fed_Rate_chg_3m,BRICS_avg_depr,BRICS_avg_depr_lag1,BRICS_avg_depr_lag3,BRICS_max_depr,Oil_DXY_inv,DSI
2006-06-30,85.22000122070312,0.5901794060383159,-1.0335610072466417,-5.026191872845809,-6.526266389976643,1.730045998470011,-7.480614280823539,-4.3965794358720505,0.23459195905080055,-26.778453647089616,5.307331680844902,-22.181570453217436,-29.075203215097268,-6.565994003124443,2.6042070560848183,-6.468511905100072,1.4792864898868219,1.856791331569374,1.2473971267161337,0.6541631772085665,-0.30861442304483955,-1.0621952097375487,0.17676908364663962,-0.7627883248227385,-0.8584037260536026,12.56012429756117,5.4961532323353035,4.2419535627555405,-10.556800460337556,-7.954856287467971,1.766730622756316,-8.56498648454329,-5.396836476443423,-2.958133068199287,1.6890031993271177,-6.005681897840542,-2.2500881927586924,-7.4570488565079085,2.3126141536977047,-8.128391670905044,-3.2338231170066845,-4.037537379901723,1.9546408296081914,-5.591284606064473,-5.540987885045179,73.9800033569336,2.921544496046513,21.19921731212584,20.281123280282266,0.8681061053418653,613.5,-5.876033830969318,,,,,1.8677435638566386,,-3.9979454461642114,-4.903350788635228,-7.863947066929289,12.56012429756117,-0.8681061053418653,32.8149593951658
2006-07-01,,0.0,0.5901794060383159,-5.026191872845809,-6.526266389976643,1.730045998470011,-6.526266389976643,-7.480614280823539,0.23459195905080055,-26.778453647089616,5.307331680844902,-26.778453647089616,-22.181570453217436,-6.565994003124443,2.6042070560848183,-6.565994003124443,-6.468511905100072,1.856791331569374,1.2473971267161337,1.856791331569374,0.6541631772085665,-1.0621952097375487,0.17676908364663962,-1.0621952097375487,-0.7627883248227385,12.56012429756117,5.4961532323353035,12.56012429756117,4.2419535627555405,-7.954856287467971,1.766730622756316,-7.954856287467971,-8.56498648454329,-2.958133068199287,1.6890031993271177,-2.958133068199287,-6.005681897840542,-7.4570488565079085,2.3126141536977047,-7.4570488565079085,-8.128391670905044,-4.037537379901723,1.9546408296081914,-4.037537379901723,-5.591284606064473,,3.7733236174224194,21.19921731212584,24.371949223796953,,,-4.513618677042796,5.24,202.9,6893.6,5.09,1.8063221274460473,,-3.9979454461642114,-3.9979454461642114,-4.903350788635228,12.56012429756117,,32.8149593951658
2006-07-31,85.30000305175781,0.09387682458195101,0.6846102723059744,-0.9406544569184216,-4.1142042158065495,0.7508144261808657,-6.526266389976643,-7.480614280823539,-4.3965794358720505,-26.422764129148256,5.030369937851771,-26.778453647089616,-22.181570453217436,-7.1888913124959934,2.587328528846568,-6.565994003124443,-6.468511905100072,5.740311060310277,1.2926695366072027,1.856791331569374,0.6541631772085665,-1.2651976313106106,0.19984259346798658,-1.0621952097375487,-0.7627883248227385,14.689340805664886,5.455167117274275,12.56012429756117,4.2419535627555405,-5.149201313882967,0.6167974909761689,-7.954856287467971,-8.56498648454329,-2.386834439208596,0.9223085201098284,-2.958133068199287,-6.005681897840542,-5.038586855730398,1.2549914077345137,-7.4570488565079085,-8.128391670905044,-0.7113403659171347,1.0307690586061335,-4.037537379901723,-5.591284606064473,74.4000015258789,4.3624639786954855,9.540641242090619,24.371949223796953,0.8722156959447578,634.2000122070312,-1.291826893847281,,,,,1.8063221274460473,,-2.889440241395939,-3.9979454461642114,-4.903350788635228,14.689340805664886,-0.8722156959447578,36.197028499225894
2006-08-01,,0.0,0.09387682458195101,-0.9406544569184216,-4.1142042158065495,0.7508144261808657,-4.1142042158065495,-6.526266389976643,-4.3965794358720505,-26.422764129148256,5.030369937851771,-26.422764129148256,-26.778453647089616,-7.1888913124959934,2.587328528846568,-7.1888913124959934,-6.565994003124443,5.740311060310277,1.2926695366072027,5.740311060310277,1.856791331569374,-1.2651976313106106,0.19984259346798658,-1.2651976313106106,-1.0621952097375487,14.689340805664886,5.455167117274275,14.689340805664886,12.56012429756117,-5.149201313882967,0.6167974909761689,-5.149201313882967,-7.954856287467971,-2.386834439208596,0.9223085201098284,-2.386834439208596,-2.958133068199287,-5.038586855730398,1.2549914077345137,-5.038586855730398,-7.4570488565079085,-0.7113403659171347,1.0307690586061335,-0.7113403659171347,-4.037537379901723,,0.5677185048491129,9.540641242090619,21.19921731212584,,,3.3740851193204913,5.25,203.8,6925.1,4.88,2.206619859578729,,-2.889440241395939,-2.889440241395939,-3.9979454461642114,14.689340805664886,,36.197028499225894
2006-08-31,85.05000305175781,-0.2930832251533566,-0.1994815377965642,0.38952056928682754,-5.615356258262494,0.288979486424553,-4.1142042158065495,-6.526266389976643,-7.480614280823539,-27.710022585961337,2.433981053779395,-26.422764129148256,-26.778453647089616,-7.348204210637865,0.2222072444176414,-7.1888913124959934,-6.565994003124443,5.030512405654131,0.6824045880369934,5.740311060310277,1.856791331569374,-1.1570178216398053,0.17049030079455207,-1.2651976313106106,-1.0621952097375487,16.960973399077428,3.0450030660881575,14.689340805664886,12.56012429756117,-7.367737364784621,0.17102633622456376,-5.149201313882967,-7.954856287467971,1.3559026534334162,1.115414814834949,-2.386834439208596,-2.958133068199287,-8.487801171936127,1.0527629791209772,-5.038586855730398,-7.4570488565079085,-2.8674401866916943,1.341358968003317,-0.7113403659171347,-4.037537379901723,70.26000213623047,-5.028387472159368,14.41133742193179,21.19921731212584,0.8261022882441664,625.9000244140625,2.0211938735228197,,,,,2.206619859578729,,-2.8447517627014896,-2.889440241395939,-3.9979454461642114,16.960973399077428,-0.8261022882441664,35.489723477244745
2006-09-01,,0.0,-0.2930832251533566,0.38952056928682754,-5.615356258262494,0.288979486424553,-5.615356258262494,-4.1142042158065495,-7.480614280823539,-27.710022585961337,2.433981053779395,-27.710022585961337,-26.422764129148256,-7.348204210637865,0.2222072444176414,-7.348204210637865,-7.1888913124959934,5.030512405654131,0.6824045880369934,5.030512405654131,5.740311060310277,-1.1570178216398053,0.17049030079455207,-1.1570178216398053,-1.2651976313106106,16.960973399077428,3.0450030660881575,16.960973399077428,14.689340805664886,-7.367737364784621,0.17102633622456376,-7.367737364784621,-5.149201313882967,1.3559026534334162,1.115414814834949,1.3559026534334162,-2.386834439208596,-8.487801171936127,1.0527629791209772,-8.487801171936127,-5.038586855730398,-2.8674401866916943,1.341358968003317,-2.8674401866916943,-0.7113403659171347,,-5.564515194543917,14.41133742193179,9.540641242090619,,,-1.3087334647132187,5.25,202.8,6952.4,4.72,1.552328492739119,,-2.8447517627014896,-2.8447517627014896,-2.889440241395939,16.960973399077428,,35.489723477244745
2006-09-30,85.97000122070312,1.0817144455426364,0.7854608968053345,0.8800750871355234,-4.190351048214824,0.47644797586214593,-5.615356258262494,-4.1142042158065495,-6.526266389976643,-0.1984181117143935,1.012866911533635,-27.710022585961337,-26.422764129148256,-7.213134723209624,0.12850817968343148,-7.348204210637865,-7.1888913124959934,2.6657390359151156,0.9479765472453072,5.030512405654131,5.740311060310277,-1.3762089601442096,0.23804469258190755,-1.1570178216398053,-1.2651976313106106,24.86894426867505,3.400700352266852,16.960973399077428,14.689340805664886,-4.515294746466436,0.4995544393560308,-7.367737364784621,-5.149201313882967,0.16983436193453993,0.9938298270898068,1.3559026534334162,-2.386834439208596,-7.711452223023851,1.1849319155665272,-8.487801171936127,-5.038586855730398,-4.325855334819928,1.3219638526274828,-2.8674401866916943,-0.7113403659171347,62.90999984741211,-15.443550326366829,-5.583067025888299,9.540641242090619,0.7317668832632545,598.5999755859375,-5.613376842615436,,,,,1.552328492739119,,3.7493843019043878,-2.8447517627014896,-2.889440241395939,24.86894426867505,-0.7317668832632545,43.97778081773445
2006-10-01,,0.0,1.0817144455426364,0.8800750871355234,-4.190351048214824,0.47644797586214593,-4.190351048214824,-5.615356258262494,-6.526266389976643,-0.1984181117143935,1.012866911533635,-0.1984181117143935,-27.710022585961337,-7.213134723209624,0.12850817968343148,-7.213134723209624,-7.348204210637865,2.6657390359151156,0.9479765472453072,2.6657390359151156,5.030512405654131,-1.3762089601442096,0.23804469258190755,-1.3762089601442096,-1.1570178216398053,24.86894426867505,3.400700352266852,24.86894426867505,16.960973399077428,-4.515294746466436,0.4995544393560308,-4.515294746466436,-7.367737364784621,0.16983436193453993,0.9938298270898068,0.16983436193453993,1.3559026534334162,-7.711452223023851,1.1849319155665272,-7.711452223023851,-8.487801171936127,-4.325855334819928,1.3219638526274828,-4.325855334819928,-2.8674401866916943,,-10.461147260666303,-5.583067025888299,14.41133742193179,,,-4.361726755591999,5.25,201.9,7001.7,4.73,0.5979073243647326,,3.7493843019043878,3.7493843019043878,-2.8447517627014896,24.86894426867505,,43.97778081773445
2006-10-31,85.31999969482422,-0.7560794656850334,0.3174563590575108,0.02344272256857849,-0.9174322493645137,0.6045632265038001,-4.190351048214824,-5.615356258262494,-4.1142042158065495,1.8770581353268367,1.1206466722622,-0.1984181117143935,-27.710022585961337,-7.510985171620255,0.1635282274947255,-7.213134723209624,-7.348204210637865,-0.14699425548284628,0.9409485715506996,2.6657390359151156,5.030512405654131,-1.6854236486793184,0.24658458060633098,-1.3762089601442096,-1.1570178216398053,22.86458828646043,3.8551671585758553,24.86894426867505,16.960973399077428,-1.036675927497388,0.6445707738125517,-4.515294746466436,-7.367737364784621,2.609384316171437,1.1633938296331974,0.16983436193453993,1.3559026534334162,-4.507372043749802,1.3591692021740354,-7.711452223023851,-8.487801171936127,0.4567447302791239,1.16641532996443,-4.325855334819928,-2.8674401866916943,58.72999954223633,-16.410478570208507,-18.294377036243336,14.41133742193179,0.6883497392440694,604.0999755859375,-3.482992167724097,,,,,0.5979073243647326,,3.07964866920097,3.7493843019043878,-2.8447517627014896,22.86458828646043,-0.6883497392440694,47.78102421938889
2006-11-01,,0.0,-0.7560794656850334,0.02344272256857849,-0.9174322493645137,0.6045632265038001,-0.9174322493645137,-4.190351048214824,-4.1142042158065495,1.8770581353268367,1.1206466722622,1.8770581353268367,-0.1984181117143935,-7.510985171620255,0.1635282274947255,-7.510985171620255,-7.213134723209624,-0.14699425548284628,0.9409485715506996,-0.14699425548284628,2.6657390359151156,-1.6854236486793184,0.24658458060633098,-1.6854236486793184,-1.3762089601442096,22.86458828646043,3.8551671585758553,22.86458828646043,24.86894426867505,-1.036675927497388,0.6445707738125517,-1.036675927497388,-4.515294746466436,2.609384316171437,1.1633938296331974,2.609384316171437,0.16983436193453993,-4.507372043749802,1.3591692021740354,-4.507372043749802,-7.711452223023851,0.4567447302791239,1.16641532996443,0.4567447302791239,-4.325855334819928,,-6.644413154211337,-18.294377036243336,-5.583067025888299,,,0.9188105954425207,5.25,202.0,7037.2,4.6,0.3477396920019915,,3.07964866920097,3.07964866920097,3.7493843019043878,22.86458828646043,,47.78102421938889
2006-11-30,82.91999816894531,-2.8129413202805043,-3.547752714261121,-2.5044148223207774,-2.124649463907169,1.3132620225694707,-0.9174322493645137,-4.190351048214824,-5.615356258262494,-5.711304073468426,1.0727621137016268,1.8770581353268367,-0.1984181117143935,-2.7993797832914113,0.6983949774472518,-7.510985171620255,-7.213134723209624,-3.4857044302138873,0.8779200498387563,-0.14699425548284628,2.6657390359151156,-2.3795864190302662,0.2933564368034678,-1.6854236486793184,-1.3762089601442096,5.955959148231638,3.9416227565498057,22.86458828646043,24.86894426867505,-3.3935843906707674,1.6950149145329767,-1.036675927497388,-4.515294746466436,2.7992549187323412,0.6011911102461788,2.609384316171437,0.16983436193453993,-5.065488727105971,1.6699667911253748,-4.507372043749802,-7.711452223023851,3.706056262580515,0.7471340516110129,0.4567447302791239,-4.325855334819928,63.130001068115234,0.34970787034929174,-11.446205277905698,-5.583067025888299,0.7613362573825803,646.9000244140625,8.068835749758696,,,,,0.3477396920019915,,-1.6840031115544705,3.07964866920097,3.7493843019043878,5.955959148231638,-0.7613362573825803,41.36731497914104
2006-12-01,,0.0,-2.8129413202805043,-2.5044148223207774,-2.124649463907169,1.3132620225694707,-2.124649463907169,-0.9174322493645137,-5.615356258262494,-5.711304073468426,1.0727621137016268,-5.711304073468426,1.8770581353268367,-2.7993797832914113,0.6983949774472518,-2.7993797832914113,-7.510985171620255,-3.4857044302138873,0.8779200498387563,-3.4857044302138873,-0.14699425548284628,-2.3795864190302662,0.2933564368034678,-2.3795864190302662,-1.6854236486793184,5.955959148231638,3.9416227565498057,5.955959148231638,22.86458828646043,-3.3935843906707674,1.6950149145329767,-3.3935843906707674,-1.036675927497388,2.7992549187323412,0.6011911102461788,2.7992549187323412,2.609384316171437,-5.065488727105971,1.6699667911253748,-5.065488727105971,-4.507372043749802,3.706056262580515,0.7471340516110129,3.706056262580515,0.4567447302791239,,7.491914796823029,-11.446205277905698,-18.294377036243336,,,7.084928084397246,5.24,203.1,7080.1,4.56,0.6442021803765963,,-1.6840031115544705,-1.6840031115544705,3.07964866920097,5.955959148231638,,41.36731497914104
2006-12-31,83.72000122070312,0.9647890369315348,-1.8752912328223514,-2.6171920065742205,-1.760150174271058,1.2872276992391436,-2.124649463907169,-0.9174322493645137,-4.190351048214824,-1.4110541509651187,1.1458349878378988,-5.711304073468426,1.8770581353268367,-1.9812289670093297,0.715809306723457,-2.7993797832914113,-7.510985171620255,-3.8532897672505895,0.7917097178687946,-3.4857044302138873,-0.14699425548284628,-2.317568944708759,0.2474287901368807,-2.3795864190302662,-1.6854236486793184,-1.6165797065699983,1.888395979443935,5.955959148231638,22.86458828646043,-3.2467063764134663,1.5653266298732635,-3.3935843906707674,-1.036675927497388,3.9217447610634837,1.406189601828907,2.7992549187323412,2.609384316171437,-5.959917264418446,1.3894008913043696,-5.065488727105971,-4.507372043749802,4.485518375416975,0.9427426140489898,3.706056262580515,0.4567447302791239,61.04999923706055,3.9502804578702033,-17.477701450605863,-18.294377036243336,0.7292164159926396,635.2000122070312,5.148160549241654,,,,,0.6442021803765963,,-2.235944307300759,-1.6840031115544705,3.07964866920097,-1.4110541509651187,-0.7292164159926396,41.92951862739422
2007-01-01,,0.0,0.9647890369315348,-2.6171920065742205,-1.760150174271058,1.2872276992391436,-1.760150174271058,-2.124649463907169,-4.190351048214824,-1.4110541509651187,1.1458349878378988,-1.4110541509651187,-5.711304073468426,-1.9812289670093297,0.715809306723457,-1.9812289670093297,-2.7993797832914113,-3.8532897672505895,0.7917097178687946,-3.8532897672505895,-3.4857044302138873,-2.317568944708759,0.2474287901368807,-2.317568944708759,-2.3795864190302662,-1.6165797065699983,1.888395979443935,-1.6165797065699983,5.955959148231638,-3.2467063764134663,1.5653266298732635,-3.2467063764134663,-3.3935843906707674,3.9217447610634837,1.406189601828907,3.9217447610634837,2.7992549187323412,-5.959917264418446,1.3894008913043696,-5.959917264418446,-5.065488727105971,4.485518375416975,0.9427426140489898,4.485518375416975,3.706056262580515,,-3.2947913763068604,-17.477701450605863,-11.446205277905698,,,-1.8086275723406708,5.25,203.437,7118.3,4.76,0.26466239526861113,,-2.235944307300759,-2.235944307300759,-1.6840031115544705,-1.4110541509651187,,41.92951862739422
2007-01-31,84.61000061035156,1.063066622875719,2.0381120100400274,-0.832160205124477,-0.8089125635641237,1.4050509470775057,-1.760150174271058,-2.124649463907169,-0.9174322493645137,-2.380289061680163,1.020041279502167,-1.4110541509651187,-5.711304073468426,-1.197854499721318,0.8015092584750244,-1.9812289670093297,-2.7993797832914113,-5.202492882573395,0.478876497637542,-3.8532897672505895,-3.4857044302138873,-2.4522608730552897,0.25578533657791813,-2.317568944708759,-2.3795864190302662,3.866905126515352,2.0626390709572258,-1.6165797065699983,5.955959148231638,-1.9495483691549076,1.7651650992500723,-3.2467063764134663,-3.3935843906707674,5.440569043154264,1.3655453588453712,3.9217447610634837,2.7992549187323412,-5.0950204422191225,1.2698455360284853,-5.959917264418446,-5.065488727105971,3.9448090289493143,0.934881327067515,4.485518375416975,3.706056262580515,58.13999938964844,-7.9043269349587835,-21.854841132731263,-11.446205277905698,0.6871528066451206,652.0,0.7883715247277712,,,,,0.26466239526861113,,-1.4731984381029626,-2.235944307300759,-1.6840031115544705,3.866905126515352,-0.6871528066451206,44.341819733973296
2007-02-01,,0.0,1.063066622875719,-0.832160205124477,-0.8089125635641237,1.4050509470775057,-0.8089125635641237,-1.760150174271058,-0.9174322493645137,-2.380289061680163,1.020041279502167,-2.380289061680163,-1.4110541509651187,-1.197854499721318,0.8015092584750244,-1.197854499721318,-1.9812289670093297,-5.202492882573395,0.478876497637542,-5.202492882573395,-3.8532897672505895,-2.4522608730552897,0.25578533657791813,-2.4522608730552897,-2.317568944708759,3.866905126515352,2.0626390709572258,3.866905126515352,-1.6165797065699983,-1.9495483691549076,1.7651650992500723,-1.9495483691549076,-3.2467063764134663,5.440569043154264,1.3655453588453712,5.440569043154264,3.9217447610634837,-5.0950204422191225,1.2698455360284853,-5.0950204422191225,-5.959917264418446,3.9448090289493143,0.934881327067515,3.9448090289493143,4.485518375416975,,-4.766584576213373,-21.854841132731263,-17.477701450605863,,,2.6448342994510377,5.26,204.226,7134.3,4.72,0.20902845927379676,,-1.4731984381029626,-1.4731984381029626,-2.235944307300759,3.866905126515352,,44.341819733973296
2007-02-28,83.56999969482422,-1.2291702021334117,-0.17917047741491388,0.7838899423931123,-1.7401567358356518,0.8325228532861325,-0.8089125635641237,-1.760150174271058,-2.124649463907169,-0.8434922846342396,0.6335010278578341,-2.380289061680163,-1.4110541509651187,-2.3848701741717493,0.6728414974112656,-1.197854499721318,-1.9812289670093297,-5.293060519616644,0.4651768680510713,-5.202492882573395,-3.8532897672505895,-2.730051616096185,0.22799768944209192,-2.4522608730552897,-2.317568944708759,0.46850439217067663,1.4877656353404582,3.866905126515352,-1.6165797065699983,-3.2781348540183775,0.9394821660710644,-1.9495483691549076,-3.2467063764134663,1.1673506641590725,1.5434826794307854,5.440569043154264,3.9217447610634837,-3.2013529175981326,0.1889893592302859,-5.0950204422191225,-5.959917264418446,5.958521256452731,0.8980689698703236,3.9448090289493143,4.485518375416975,61.790000915527344,1.2121239766004432,-12.055224826609368,-17.477701450605863,0.7393801739998596,669.4000244140625,5.384132800659391,,,,,0.20902845927379676,,-2.1565940404696287,-1.4731984381029626,-2.235944307300759,0.46850439217067663,-0.7393801739998596,41.821937797680455
2007-03-01,,0.0,-1.2291702021334117,0.7838899423931123,-1.7401567358356518,0.8325228532861325,-1.7401567358356518,-0.8089125635641237,-2.124649463907169,-0.8434922846342396,0.633501027857834,-0.8434922846342396,-2.380289061680163,-2.3848701741717493,0.6728414974112656,-2.3848701741717493,-1.197854499721318,-5.293060519616644,0.4651768680510713,-5.293060519616644,-5.202492882573395,-2.730051616096185,0.22799768944209192,-2.730051616096185,-2.4522608730552897,0.46850439217067663,1.4877656353404582,0.46850439217067663,3.866905126515352,-3.2781348540183775,0.9394821660710644,-3.2781348540183775,-1.9495483691549076,1.1673506641590725,1.5434826794307854,1.1673506641590725,5.440569043154264,-3.2013529175981326,0.1889893592302859,-3.2013529175981326,-5.0950204422191225,5.958521256452731,0.8980689698703236,5.958521256452731,3.9448090289493143,,6.277952466798231,-12.055224826609368,-21.854841132731263,,,2.668715400929833,5.26,205.288,7168.2,4.56,1.2268244575936782,,-2.1565940404696287,-2.1565940404696287,-1.4731984381029626,0.46850439217067663,,41.821937797680455
2007-03-31,82.93000030517578,-0.7658243292874789,-1.9855812469646072,-0.9436226755954569,-3.5361182649317646,0.7852017145540128,-1.7401567358356518,-0.8089125635641237,-1.760150174271058,-4.988668255462492,1.1365260413512532,-0.8434922846342396,-2.380289061680163,-3.008472042260557,0.665026086061608,-2.3848701741717493,-1.197854499721318,-5.840538061316036,0.8968625278248111,-5.293060519616644,-5.202492882573395,-2.2349391414165476,0.22224925680270302,-2.730051616096185,-2.4522608730552897,-5.889160182033315,1.1455889170612579,0.46850439217067663,3.866905126515352,-5.5039024760401345,0.9967797357355328,-3.2781348540183775,-1.9495483691549076,-0.12716304428883607,1.0398242375239883,1.1673506641590725,5.440569043154264,-4.317006521532152,0.27224955553431546,-3.2013529175981326,-5.0950204422191225,3.3485547807740046,0.734101263727171,5.958521256452731,3.9448090289493143,65.87000274658203,13.295499549506173,4.705138938721021,-21.854841132731263,0.7942843663835244,663.0,1.6871165644171793,,,,,1.2268244575936782,,-4.3923555364977895,-2.1565940404696287,-1.4731984381029626,-2.2349391414165476,-0.7942843663835244,37.10372303126262
2007-04-01,,0.0,-0.7658243292874789,-0.9436226755954569,-3.5361182649317646,0.7852017145540128,-3.5361182649317646,-1.7401567358356518,-1.760150174271058,-4.988668255462492,1.1365260413512532,-4.988668255462492,-0.8434922846342396,-3.008472042260557,0.665026086061608,-3.008472042260557,-2.3848701741717493,-5.840538061316036,0.8968625278248111,-5.840538061316036,-5.293060519616644,-2.2349391414165476,0.22224925680270302,-2.2349391414165476,-2.730051616096185,-5.889160182033315,1.1455889170612579,-5.889160182033315,0.46850439217067663,-5.5039024760401345,0.9967797357355328,-5.5039024760401345,-3.2781348540183775,-0.12716304428883607,1.0398242375239883,-0.12716304428883607,1.1673506641590725,-4.317006521532152,0.27224955553431546,-4.317006521532152,-3.2013529175981326,3.3485547807740046,0.734101263727171,3.3485547807740046,5.958521256452731,,6.603013061340501,4.705138938721021,-12.055224826609368,,,-0.9560836839921816,5.25,205.904,7240.7,4.69,1.9831599801882094,,-4.3923555364977895,-4.3923555364977895,-2.1565940404696287,-2.2349391414165476,,37.10372303126262
2007-04-30,81.44999694824219,-1.7846416875525128,-2.53679879660611,-3.7347874238435663,-4.535868214280825,0.7617546303277722,-3.5361182649317646,-1.7401567358356518,-0.8089125635641237,-4.92732871697712,1.1711241871271791,-4.988668255462492,-0.8434922846342396,-3.8082763574976086,0.6200117828264389,-3.008472042260557,-2.3848701741717493,-8.622721965867076,1.997564531628893,-5.840538061316036,-5.293060519616644,-2.2048552797096277,0.2035828045780861,-2.2349391414165476,-2.730051616096185,-4.204137701250888,1.1160968261084163,-5.889160182033315,0.46850439217067663,-6.932520315410473,0.949308175312404,-5.5039024760401345,-3.2781348540183775,2.200530588815619,0.9891646315624077,-0.12716304428883607,1.1673506641590725,-4.806002694798317,1.0650009020089541,-4.317006521532152,-3.2013529175981326,-1.078728714867161,1.5280451571955755,3.3485547807740046,5.958521256452731,65.70999908447266,6.344065562168089,11.884896299405877,-12.055224826609368,0.8067526279494941,680.5,1.6581976667320086,,,,,1.9831599801882094,,-4.753464004260463,-4.3923555364977895,-2.1565940404696287,-2.2048552797096277,-0.8067526279494941,35.51234476427842
2007-05-01,,0.0,-1.7846416875525128,-3.7347874238435663,-4.535868214280825,0.7617546303277722,-4.535868214280825,-3.5361182649317646,-0.8089125635641237,-4.92732871697712,1.1711241871271791,-4.92732871697712,-4.988668255462492,-3.8082763574976086,0.6200117828264389,-3.8082763574976086,-3.008472042260557,-8.622721965867076,1.997564531628893,-8.622721965867076,-5.840538061316036,-2.2048552797096277,0.2035828045780861,-2.2048552797096277,-2.2349391414165476,-4.204137701250888,1.1160968261084163,-4.204137701250888,-5.889160182033315,-6.932520315410473,0.949308175312404,-6.932520315410473,-5.5039024760401345,2.200530588815619,0.9891646315624077,2.200530588815619,-0.12716304428883607,-4.806002694798317,1.0650009020089541,-4.806002694798317,-4.317006521532152,-1.078728714867161,1.5280451571955755,-1.078728714867161,3.3485547807740046,,-0.24290823658372762,11.884896299405877,4.705138938721021,,,2.639517345399689,5.25,206.755,7254.6,4.75,2.3539603960396116,,-4.753464004260463,-4.753464004260463,-4.3923555364977895,-2.2048552797096277,,35.51234476427842
2007-05-31,82.30000305175781,1.0435925541602664,-0.7596735211619743,-1.519680085801245,-0.7477027627572963,0.9467918113245652,-4.535868214280825,-3.5361182649317646,-1.7401567358356518,-11.398885310530893,2.1716746336806145,-4.92732871697712,-4.988668255462492,-1.466667538597466,0.6124408714940334,-3.8082763574976086,-3.008472042260557,-8.989691300724377,1.916326126270622,-8.622721965867076,-5.840538061316036,-2.3749578600724575,0.30138983518272283,-2.2048552797096277,-2.2349391414165476,-0.1825510937832342,1.183445388571851,-4.204137701250888,-5.889160182033315,-1.5474446382136353,1.2112709117692697,-6.932520315410473,-5.5039024760401345,5.247233470618018,1.0259522749475583,2.200530588815619,-0.12716304428883607,-0.6810474194315352,1.1967139199286987,-4.806002694798317,-4.317006521532152,-6.2713565467585,1.8240688504666862,-1.078728714867161,3.3485547807740046,64.01000213623047,-2.82374454652361,1.3939506624841336,4.705138938721021,0.7777642741516679,661.0,-0.3016591251885359,,,,,2.3539603960396116,,-4.882550620741686,-4.753464004260463,-4.3923555364977895,-0.1825510937832342,-0.7777642741516679,40.02166675185578
2007-06-01,,0.0,1.0435925541602664,-1.519680085801245,-0.7477027627572963,0.9467918113245652,-0.7477027627572963,-4.535868214280825,-1.7401567358356518,-11.398885310530893,2.1716746336806145,-11.398885310530893,-4.92732871697712,-1.466667538597466,0.6124408714940334,-1.466667538597466,-3.8082763574976086,-8.989691300724377,1.916326126270622,-8.989691300724377,-8.622721965867076,-2.3749578600724575,0.30138983518272283,-2.3749578600724575,-2.2048552797096277,-0.1825510937832342,1.183445388571851,-0.1825510937832342,-4.204137701250888,-1.5474446382136353,1.2112709117692697,-1.5474446382136353,-6.932520315410473,5.247233470618018,1.0259522749475583,5.247233470618018,2.200530588815619,-0.6810474194315352,1.1967139199286987,-0.6810474194315352,-4.806002694798317,-6.2713565467585,1.8240688504666862,-6.2713565467585,-1.078728714867161,,-2.5871206390625234,1.3939506624841336,11.884896299405877,,,-2.865540044085235,5.25,207.234,7287.8,5.1,2.035450516986703,,-4.882550620741686,-4.882550620741686,-4.753464004260463,-0.1825510937832342,,40.02166675185578
2007-06-30,81.91999816894531,-0.4617313107188048,0.5770426498625802,-1.2178971813743389,-2.1500275030009064,0.9215328219032114,-0.7477027627572963,-4.535868214280825,-3.5361182649317646,-9.544815195956335,2.2012941348425166,-11.398885310530893,-4.92732871697712,-2.3062323631846904,0.6238087400581536,-1.466667538597466,-3.8082763574976086,-7.97003193293061,1.9254104943945032,-8.989691300724377,-8.622721965867076,-2.4879800040886635,0.3115160925703258,-2.3749578600724575,-2.2048552797096277,0.6844059160566962,1.1797938336888214,-0.1825510937832342,-4.204137701250888,-2.5610107148279937,1.1766769044868648,-1.5474446382136353,-6.932520315410473,3.513195652412282,0.8651387390256324,5.247233470618018,2.200530588815619,-2.5063769247141376,1.2363013023601306,-0.6810474194315352,-4.806002694798317,-8.60307841835979,1.8651400778100458,-6.2713565467585,-1.078728714867161,70.68000030517578,7.56353871549138,15.773957720656817,11.884896299405877,0.8627929917602165,648.0999755859375,-4.76120858399155,,,,,2.035450516986703,,-4.32493071602072,-4.882550620741686,-4.753464004260463,0.6844059160566962,-0.8627929917602165,37.35394053935826
